ticker,date,open,high,low,close,volume,rsi,macd,macd_signal,atr,bb_upper,bb_middle,bb_lower,sma_50,sma_200,ema_20,obv,sector_id,pe_ratio,debt_to_equity,market_cap_b,quick_ratio,return_5d_forward,return_20d_forward,volatility_5d,trend_label
AAPL,2023-03-21,157.32000732421875,159.39999389648438,156.5399932861328,159.27999877929688,73938300,74.19467194919304,2.477263284230048,1.851926082891014,3.6835730416434154,158.84865231195124,151.17850036621093,143.5083484204706,147.22259979248048,147.75639965057374,152.4122824914127,632649000.0,1,35.50180397691678,0.9889795618585575,467.6608778442107,1.6438139113957004,-0.010233581713364304,0.05242344404513499,0.009920949243652494,0
AAPL,2023-03-22,159.3000030517578,162.13999938964844,157.80999755859375,157.8300018310547,75701800,70.05384219262535,2.604594563159111,2.0024597789446337,3.7921436854771207,159.76234458652198,151.6245002746582,143.48665596279443,147.77619995117186,147.81864963531496,152.92825576185479,556947200.0,1,20.95638630186745,0.6381143746481917,333.39613266349556,0.9497709867209223,0.018627652583780074,0.05588286107270557,0.01270071728500073,1
AAPL,2023-03-23,158.8300018310547,161.5500030517578,157.67999267578125,158.92999267578125,67622100,65.36964888135779,2.762422104769314,2.15445224410957,3.6971446446010043,160.78791922979536,152.10100021362305,143.41408119745074,148.34019989013672,147.8825996017456,153.49984975365732,624569300.0,1,28.471097378174367,0.7031277532195722,771.7110526553882,2.0651452177337166,0.021581879397475134,0.038318831418455934,0.01078052099672144,1
AAPL,2023-03-24,158.86000061035156,160.33999633789062,157.85000610351562,160.25,59196500,63.253513398068776,2.9598952973672112,2.3155408547610983,3.498572213309152,161.7998912091521,152.7779998779297,143.75610854670728,148.87539978027343,147.94029956817627,154.14272120568995,683765800.0,1,35.974101030310024,0.8524587964408838,308.8082930956492,1.9452600482916196,0.029017122598966383,0.03170047944495913,0.009447936183802312,1
AAPL,2023-03-27,159.94000244140625,160.77000427246094,157.8699951171875,158.27999877929688,52390300,63.93988952021408,2.9237286665844806,2.437178417125775,3.4985733032226562,162.3331083868287,153.29599990844727,144.25889143006583,149.3727996826172,147.9918995285034,154.53674764127155,631375500.0,1,35.322693988425115,0.8544424621571112,229.12943784935737,1.9936259417010418,0.049848366505550246,0.03468540267566733,0.011038978154235737,1
AAPL,2023-03-28,157.97000122070312,158.49000549316406,155.97999572753906,157.64999389648438,45992200,60.24870771445397,2.8118173422245434,2.512106202145529,3.5442886352539062,162.59793095302453,153.80799942016603,145.01806788730752,149.83059967041015,148.06694950103758,154.83324728462514,585383300.0,1,9.601598184676327,0.48767669508365213,149.24014125510416,0.9698164621215852,0.05061853025866858,0.03875674498511872,0.009313794185737976,1
AAPL,2023-03-29,159.3699951171875,161.0500030517578,159.35000610351562,160.77000427246094,51305700,71.06788071627832,2.940983743818464,2.597881710480116,3.4792894635881697,162.9325094613976,154.58099975585938,146.22949005032117,150.32719970703124,148.18514949798583,155.39865271203809,636689000.0,1,40.006699437590925,0.7748447645021093,156.80678902418134,2.390434685395671,0.018597935901698337,0.047521298666514555,0.012304152733176725,1
AAPL,2023-03-30,161.52999877929688,162.47000122070312,161.27000427246094,162.36000061035156,49501700,79.28991869509727,3.1355043219494974,2.7054062327739925,3.362860543387277,163.39162505723948,155.40349960327148,147.4153741493035,150.87019958496094,148.33754947662354,156.06163822616318,686190700.0,1,28.277943625185948,0.43507687224542735,472.7236255745387,1.4559922014986826,0.014166069494404576,0.045084947264794506,0.012561318064009,1
AAPL,2023-03-31,162.44000244140625,165.0,161.91000366210938,164.89999389648438,68749800,79.7771071666526,3.454794788359635,2.855283943891121,3.195002964564732,164.85737979368125,156.09699935913085,147.33661892458045,151.4627993774414,148.49824947357178,156.9033863852414,754940500.0,1,23.184864441358037,0.3865082005587895,471.36893796004426,1.2423315557904524,-0.017404458601673056,0.028441495542749218,0.013531426247140628,0
AAPL,2023-04-03,164.27000427246094,166.2899932861328,164.22000122070312,166.1699981689453,56976200,79.04189506426242,3.7668911380412737,3.0376053827211518,3.1071461268833707,166.48234237660012,156.7139991760254,146.94565597545068,152.02879943847657,148.6519495010376,157.78592084083223,811916700.0,1,32.1756254261975,0.7670046143002347,703.3930955813296,0.716724544316586,-0.032316273553351205,0.014262473029444944,0.009059215345006413,0
AAPL,2023-04-04,166.60000610351562,166.83999633789062,165.11000061035156,165.6300048828125,46278300,76.87074212067287,3.9254071482936013,3.215165735835642,2.9928599766322543,167.64186031925516,157.41549911499024,147.18913791072532,152.51919952392578,148.8297995376587,158.532976463878,765638400.0,1,22.556845428570814,0.5359071070580758,646.9042462732231,0.02234536217916161,-0.03338766296124607,0.0109882992922532,0.008782842184253929,0
AAPL,2023-04-05,164.74000549316406,165.0500030517578,161.8000030517578,163.75999450683594,51511700,67.55433527460048,3.85569200213655,3.343270989095824,2.922145298549107,168.3260277345568,157.95999908447266,147.59397043438852,152.94379943847656,148.9907995223999,159.03078770606447,714126700.0,1,49.07805696925199,0.8018556460955766,617.1437467431458,1.519595067690289,0.010991714167911004,0.01239618250727359,0.010839633312393467,1
AAPL,2023-04-06,162.42999267578125,164.9600067138672,162.0,164.66000366210938,45390100,71.39060307986733,3.82892796551522,3.4404023843797034,2.957859584263393,168.83139503514874,158.6634994506836,148.49560386621843,153.39979949951172,149.1347495651245,159.5669035114021,759516800.0,1,36.415934054240736,0.7899838974134158,206.3512219121962,1.5639927073801876,0.0033402346624893386,0.0541115235269467,0.010384892846243636,1
AAPL,2023-04-10,161.4199981689453,162.02999877929688,160.0800018310547,162.02999877929688,47716900,60.14905564199888,3.554523524912156,3.4632266124861943,3.0228587559291293,168.4008176543807,159.33999938964843,150.27918112491616,153.76119934082033,149.26814952850341,159.80148401310637,711799900.0,1,41.687366101068115,0.7831084752193923,802.8337934387508,1.4755763728858293,0.019749410432329473,0.07078936806218561,0.01027992098500141,1
